English Word	Valence	Arousal	Dominance	Khmer Word
feasible	0.694	0.388	0.611	អាចធ្វើទៅបាន
feast	0.979	0.724	0.680	បុណ្យ
feat	0.750	0.706	0.849	ស្នាដៃ
feather	0.677	0.208	0.144	រោម
feathered	0.438	0.288	0.214	មានរោម
feature	0.667	0.314	0.679	លក្ខណៈ
features	0.667	0.433	0.509	លក្ខណៈ
febrile	0.429	0.578	0.414	គ្រុនក្តៅ
fecal	0.255	0.528	0.213	លាមក
feces	0.240	0.407	0.307	លាមក
fecundity	0.688	0.591	0.683	ភាពស៊ីសង្វាក់គ្នា។
fed	0.602	0.370	0.482	ចុក
federal	0.530	0.459	0.859	សហព័ន្ធ
federation	0.633	0.354	0.763	សហព័ន្ធ
fedup	0.327	0.500	0.352	ធុញទ្រាន់
fee	0.354	0.386	0.556	ថ្លៃឈ្នួល
feeble	0.157	0.280	0.109	ខ្សោយ
feed	0.812	0.429	0.739	ចំណី
feedback	0.622	0.557	0.645	មតិកែលម្អ
feeder	0.604	0.452	0.713	ចំណី
feel	0.802	0.602	0.596	មានអារម្មណ៍
feelgood	0.990	0.441	0.621	អារម្មណ៍​ល្អ
feeling	0.806	0.329	0.531	អារម្មណ៍
feelingdown	0.490	0.457	0.567	មាន​អារម្មណ៍​មិន​ល្អ
feelinggood	0.940	0.449	0.655	អារ​ម្ម​ណ៏​ល្អ
feet	0.510	0.240	0.292	ជើង
feign	0.340	0.394	0.356	ក្លែងក្លាយ
feigned	0.173	0.602	0.333	ក្លែងបន្លំ
feisty	0.592	0.853	0.789	សាហាវ
felicity	0.913	0.704	0.793	ភាពរីករាយ
feline	0.615	0.745	0.509	សត្វឆ្មា
fell	0.255	0.462	0.250	ធ្លាក់
feller	0.406	0.622	0.617	អ្នកកាប់
fellow	0.745	0.298	0.570	មិត្ត
fellowship	0.900	0.429	0.778	ការប្រកប
felon	0.111	0.898	0.455	ឧក្រិដ្ឋជន
felony	0.206	0.808	0.472	ឧក្រិដ្ឋកម្ម
felt	0.643	0.417	0.566	មានអារម្មណ៍
feminine	0.802	0.520	0.394	ស្រី
femininity	0.750	0.479	0.451	ភាពជាស្ត្រី
feminism	0.541	0.570	0.636	ស្ត្រីនិយម
femme	0.551	0.529	0.398	ស្រី
femoral	0.417	0.324	0.566	femoral
femur	0.408	0.289	0.413	សរសៃពួរ
fen	0.490	0.276	0.379	ហ្វេន
fence	0.500	0.198	0.398	របង
fenced	0.323	0.430	0.429	ហ៊ុមព័ទ្ធ
fencing	0.542	0.654	0.539	ហ៊ុមព័ទ្ធ
fend	0.646	0.731	0.537	ការពារ
fender	0.369	0.459	0.476	របង
fennel	0.573	0.277	0.389	fennel
ferment	0.375	0.531	0.418	ferment
fermentation	0.420	0.567	0.473	fermentation
fern	0.602	0.240	0.290	fern
ferocious	0.167	0.915	0.776	សាហាវ
ferocity	0.235	0.906	0.746	ភាពឃោរឃៅ
ferret	0.385	0.391	0.398	ferret
ferry	0.604	0.509	0.389	សាឡាង
ferryboat	0.594	0.452	0.553	ទូកសាឡាង
fertile	0.888	0.408	0.704	មានជីជាតិ
fertility	0.885	0.529	0.726	ការមានកូន
fertilize	0.708	0.443	0.542	ជីជាតិ
fertilizer	0.438	0.463	0.565	ជី
fervent	0.646	0.632	0.773	ក្លៀវក្លា
fervor	0.573	0.769	0.651	ភាពក្លៀវក្លា
fess	0.395	0.420	0.370	ហ្វេស
fest	0.704	0.574	0.402	បុណ្យ
festival	0.870	0.706	0.714	ពិធីបុណ្យ
festive	0.854	0.740	0.764	បុណ្យ
fetal	0.388	0.308	0.364	ទារក
fetch	0.479	0.363	0.491	ទៅយក
fete	0.580	0.551	0.465	fete
fetish	0.307	0.706	0.500	fetish
fetus	0.479	0.519	0.395	ទារក
feud	0.146	0.796	0.312	ជម្លោះ
feudal	0.367	0.370	0.610	សក្តិភូមិ
feudalism	0.229	0.465	0.607	សក្តិភូមិ
fever	0.194	0.674	0.364	គ្រុន
feverish	0.385	0.696	0.436	ក្តៅខ្លួន
fiancee	0.959	0.626	0.556	គូដណ្តឹង
fiasco	0.167	0.600	0.200	fiasco
fiat	0.520	0.418	0.446	ហ្វីត
fib	0.438	0.510	0.361	សរសៃ
fiber	0.719	0.284	0.390	ជាតិសរសៃ
fiberglass	0.451	0.451	0.443	សរសៃកញ្ចក់
fibrosis	0.160	0.469	0.546	ជំងឺសរសៃ
fibrous	0.480	0.441	0.464	សរសៃ
fickle	0.406	0.481	0.346	fickle
fiction	0.438	0.657	0.441	ប្រឌិត
fictional	0.430	0.490	0.340	ប្រឌិត
fictitious	0.224	0.444	0.293	ប្រឌិត
fiddle	0.571	0.449	0.391	fiddle
fiddler	0.615	0.580	0.500	អ្នកលេងសៀក
fidelity	0.765	0.580	0.709	ភាពស្មោះត្រង់
fidgety	0.229	0.786	0.351	ភាពល្ងង់ខ្លៅ
fiduciary	0.375	0.400	0.509	អ្នកស្មោះត្រង់
field	0.640	0.380	0.336	វាល
field hockey	0.602	0.786	0.518	កីឡាវាយកូនគោលលើទឹកកក
fielder	0.583	0.378	0.415	វាល
fiend	0.146	0.903	0.608	សត្រូវ
fiendish	0.167	0.846	0.591	សាហាវ
fierce	0.281	0.877	0.759	កាច
fiery	0.418	0.850	0.721	ភ្លើង
fiesta	0.927	0.779	0.655	ហ្វេសតា
fiesty	0.571	0.663	0.472	សាហាវ
fifteen	0.490	0.290	0.443	ដប់ប្រាំ
fifty	0.571	0.368	0.439	ហាសិប
fig	0.573	0.390	0.339	រូបភព
fight	0.531	0.868	0.809	ប្រយុទ្ធ
fighter	0.637	0.760	0.898	អ្នកប្រយុទ្ធ
fighting	0.292	0.885	0.783	ការប្រយុទ្ធគ្នា។
fights	0.070	0.920	0.712	ប្រយុទ្ធ
figment	0.552	0.316	0.533	រូបចម្លាក់
figurative	0.479	0.450	0.634	ន័យធៀប
figure	0.688	0.328	0.509	រូប
figurine	0.760	0.283	0.258	រូបចម្លាក់
filament	0.510	0.452	0.377	សរសៃ
filamentous	0.531	0.480	0.516	filamentous
file	0.480	0.316	0.463	ឯកសារ
filet	0.615	0.392	0.291	ឯកសារ
filibuster	0.271	0.714	0.508	filibuster
filigree	0.576	0.408	0.514	ឯកសារ
filing	0.620	0.420	0.700	ឯកសារ
filings	0.323	0.412	0.340	ឯកសារ
fill	0.729	0.449	0.637	បំពេញ
filler	0.531	0.347	0.529	ឧបករណ៍បំពេញ
fillet	0.745	0.415	0.378	fillet
filling	0.510	0.382	0.525	ការ​បំពេញ
filly	0.479	0.564	0.519	ពេញ
film	0.823	0.491	0.566	ខ្សែភាពយន្ត
filmmaker	0.704	0.510	0.635	អ្នកផលិតខ្សែភាពយន្ត
filmy	0.583	0.510	0.425	ភាពយន្ត
filter	0.440	0.296	0.260	តម្រង
filth	0.194	0.592	0.319	ភាពកខ្វក់
filthy	0.115	0.714	0.321	កខ្វក់
filtration	0.407	0.520	0.255	ការច្រោះ
fin	0.333	0.340	0.377	ព្រុយ
final	0.276	0.575	0.508	ចុងក្រោយ
finale	0.406	0.330	0.468	វគ្គផ្តាច់ព្រ័ត្រ
finalist	0.833	0.686	0.736	វគ្គផ្តាច់ព្រ័ត្រ
finality	0.615	0.368	0.627	ចុងក្រោយ
finalize	0.556	0.550	0.578	បញ្ចប់
finalized	0.245	0.210	0.608	បានបញ្ចប់
finally	0.583	0.433	0.465	ចុងក្រោយ
finance	0.753	0.431	0.843	ហិរញ្ញវត្ថុ
financial	0.667	0.500	0.722	ហិរញ្ញវត្ថុ
financier	0.602	0.500	0.778	អ្នកហិរញ្ញវត្ថុ
finch	0.438	0.444	0.358	ហ្វូង
find	0.774	0.555	0.580	ស្វែងរក
finder	0.360	0.550	0.630	អ្នកស្វែងរក
finding	0.796	0.469	0.664	ការស្វែងរក
fine	0.823	0.240	0.647	ផាកពិន័យ
finery	0.562	0.479	0.636	វិចិត្រ
finesse	0.740	0.387	0.412	ល្អិតល្អន់
finger	0.321	0.264	0.291	ម្រាមដៃ
fingernail	0.418	0.415	0.153	ក្រចកដៃ
fingerprint	0.583	0.404	0.570	ស្នាមម្រាមដៃ
fingerscrossed	0.573	0.540	0.356	ម្រាមដៃឆ្លងកាត់
finish	0.471	0.429	0.545	បញ្ចប់
finished	0.510	0.387	0.570	បានបញ្ចប់
finite	0.384	0.347	0.293	កំណត់
fink	0.410	0.514	0.439	ហ្វីក
fir	0.521	0.275	0.306	fir
fire	0.380	0.804	0.635	ភ្លើង
firearm	0.086	0.943	0.864	អាវុធ
firearms	0.220	0.943	0.821	អាវុធ
fireball	0.302	0.777	0.664	ដុំភ្លើង
firecracker	0.474	0.741	0.434	កាំជ្រួច
firefight	0.153	0.920	0.664	ភ្លើងឆេះ
firefighter	0.637	0.770	0.773	អ្នកពន្លត់អគ្គីភ័យ
firefly	0.622	0.410	0.363	ផ្កាភ្លើង
firehouse	0.594	0.689	0.627	ផ្ទះភ្លើង
firelight	0.677	0.504	0.639	ភ្លើង
fireman	0.583	0.745	0.755	អ្នកពន្លត់អគ្គីភ័យ
fireplace	0.667	0.380	0.417	ចើងរកានកមដោ
firepower	0.375	0.941	0.810	កម្លាំងភ្លើង
fireproof	0.684	0.679	0.723	ធន់នឹងភ្លើង
fireside	0.684	0.377	0.394	ភ្លើង
firestorm	0.180	0.929	0.766	ព្យុះភ្លើង
firewall	0.485	0.602	0.629	ជញ្ជាំងភ្លើង
firewood	0.520	0.348	0.263	អុស
firework	0.786	0.904	0.593	កាំជ្រួច
fireworks	0.735	0.863	0.579	កាំជ្រួច
firing	0.188	0.931	0.803	ការបាញ់
firm	0.635	0.380	0.728	រឹងមាំ
firmament	0.750	0.407	0.660	ផ្ទៃមេឃ
firmly	0.786	0.510	0.777	យ៉ាងរឹងមាំ
firmness	0.823	0.479	0.939	ភាពរឹងមាំ
first	0.625	0.500	0.788	ដំបូង
firstborn	0.786	0.490	0.695	កូនច្បង
firstworldprobs	0.458	0.612	0.483	ពិភពលោកដំបូង
fiscal	0.500	0.582	0.845	សារពើពន្ធ
fish	0.510	0.280	0.250	ត្រី
fisherman	0.656	0.461	0.546	អ្នកនេសាទ
fishery	0.574	0.503	0.519	នេសាទ
fishing	0.677	0.283	0.405	ការនេសាទ
fishing boat	0.521	0.403	0.627	ទូកនេសាទ
fishy	0.224	0.601	0.471	ត្រី
fissile	0.333	0.490	0.380	ប្រេះស្រាំ
fission	0.386	0.500	0.567	ការបំបែក
fissure	0.333	0.510	0.431	ការប្រេះស្រាំ
fist	0.333	0.686	0.481	កណ្តាប់ដៃ
fistfight	0.208	0.902	0.543	ការវាយតប់
fistful	0.500	0.509	0.500	កណ្តាប់ដៃ
fistula	0.312	0.481	0.330	fistula
fit	0.604	0.450	0.632	សម
fitness	0.875	0.529	0.810	សម្បទា
fits	0.571	0.363	0.580	សម
fitted	0.507	0.404	0.673	បំពាក់
fitting	0.612	0.441	0.638	សម
fittings	0.531	0.404	0.409	ឧបករណ៍
five	0.510	0.221	0.298	ប្រាំ
fiver	0.458	0.469	0.517	ប្រាំមួយ។
fix	0.760	0.538	0.519	ជួសជុល
fixable	0.724	0.470	0.645	អាចជួសជុលបាន។
fixation	0.562	0.459	0.655	ការជួសជុល
fixed	0.684	0.167	0.509	ថេរ
fixer	0.633	0.375	0.606	អ្នកជួសជុល
fixture	0.663	0.216	0.409	ការប្រកួត
fixtures	0.643	0.330	0.370	ឧបករណ៍
fizz	0.459	0.708	0.349	ហ្វីស
fjord	0.510	0.404	0.463	ហ្វយដ
flabbergast	0.480	0.679	0.547	flabbergast
flabbergasted	0.312	0.802	0.342	flabbergasted
flabby	0.292	0.358	0.250	ទន់ខ្សោយ
flaccid	0.156	0.400	0.151	ផុយស្រួយ
flag	0.592	0.378	0.536	ទង់ជាតិ
flagging	0.521	0.519	0.509	ការដាក់ទង់
flagpole	0.500	0.394	0.458	បង្គោលទង់ជាតិ
flagrant	0.286	0.673	0.455	លេចធ្លោ
flagship	0.592	0.587	0.703	ស្មាតហ្វូន
flagstaff	0.520	0.517	0.500	បង្គោលទង់ជាតិ
flair	0.775	0.471	0.676	ភាពប៉ិនប្រសប់
flak	0.390	0.600	0.600	flak
flake	0.385	0.388	0.289	flake
flaky	0.363	0.509	0.279	ខ្ទេចខ្ទី
flamboyant	0.615	0.794	0.705	អស្ចារ្យ
flame	0.448	0.574	0.615	អណ្តាតភ្លើង
flamethrower	0.160	0.882	0.683	អ្នកពន្លត់អគ្គីភ័យ
flaming	0.406	0.645	0.558	អណ្តាតភ្លើង
flamingo	0.667	0.451	0.482	សត្វស្លាប
flammable	0.216	0.800	0.715	ងាយឆេះ
flan	0.604	0.304	0.198	ផ្លេន
flange	0.500	0.306	0.390	គែម
flank	0.448	0.458	0.443	ចំហៀង
flanked	0.333	0.431	0.368	ចំហៀង
flanking	0.490	0.622	0.519	ចំហៀង
flannel	0.490	0.250	0.327	flannel
flap	0.275	0.385	0.344	ផ្លុំ
flapping	0.458	0.728	0.404	ផ្លុំ
flare	0.558	0.823	0.508	ភ្លើង
flares	0.580	0.642	0.556	អណ្តាតភ្លើង
flaring	0.625	0.771	0.509	ផ្ទុះ
flash	0.571	0.590	0.657	ពន្លឺ
flashback	0.265	0.400	0.485	ត្រលប់មកវិញ
flashing	0.604	0.574	0.438	ពន្លឺ
flashlight	0.653	0.414	0.356	ពិល
flashy	0.704	0.600	0.827	ភ្លឺ
flask	0.418	0.412	0.454	ដបទឹក
flat	0.408	0.236	0.303	ផ្ទះល្វែង
flatbed	0.490	0.250	0.380	គ្រែរាបស្មើ
flatfoot	0.265	0.333	0.330	ជើងរាបស្មើ
flatness	0.479	0.280	0.527	ភាពរាបស្មើ
flatten	0.286	0.469	0.442	បង្រួម
flatter	0.521	0.418	0.302	បន្លឺឡើង
flattered	0.865	0.608	0.708	ចែចង់
flattering	0.755	0.686	0.500	ការលើកសរសើរ
flattery	0.470	0.575	0.404	ចែចង់
flatulence	0.210	0.632	0.343	ហើមពោះ
flaunt	0.438	0.611	0.525	អួត
flavor	0.885	0.479	0.392	រសជាតិ
flaw	0.319	0.491	0.175	កំហុស
flawed	0.133	0.490	0.194	កំហុស
flawless	0.729	0.420	0.741	គ្មានកំហុស
flea	0.286	0.353	0.218	ចៃ
fleabag	0.271	0.557	0.348	ថង់ចៃ
fled	0.224	0.639	0.322	រត់គេចខ្លួន
flee	0.292	0.796	0.232	ភៀសខ្លួន
fleece	0.561	0.250	0.381	រោមចៀម
fleet	0.547	0.430	0.623	កងនាវា
fleeting	0.439	0.650	0.387	ភ្លាមៗ
flesh	0.604	0.390	0.475	សាច់
fleshy	0.500	0.518	0.406	សាច់
flex	0.604	0.378	0.330	បត់បែន
flexibility	0.867	0.402	0.472	ភាពបត់បែន
flexible	0.719	0.460	0.465	អាចបត់បែនបាន។
flexin	0.552	0.559	0.366	flexin
flexion	0.449	0.551	0.418	ការបត់បែន
flick	0.688	0.541	0.515	ផ្លុំ
flicker	0.635	0.321	0.333	ភ្លឹបភ្លែតៗ
flickering	0.490	0.444	0.289	ភ្លឹបភ្លែតៗ
flier	0.541	0.490	0.652	អ្នកហោះហើរ
flight	0.646	0.630	0.587	ការហោះហើរ
flighty	0.219	0.602	0.436	ហោះហើរ
flimsy	0.302	0.396	0.189	ស្លេកស្លាំង
flinch	0.350	0.804	0.555	ព្រិចភ្នែក
fling	0.439	0.696	0.534	ហោះ
flint	0.521	0.439	0.536	ថ្មពិល
flip	0.281	0.529	0.435	ត្រឡប់
flip flop	0.417	0.519	0.321	ត្រឡប់ flop
flipper	0.677	0.420	0.415	ព្រុយ
flipping	0.553	0.551	0.345	ត្រឡប់
flirt	0.792	0.790	0.538	ចែចង់
flirtation	0.653	0.719	0.482	ការចែចង់
flirting	0.590	0.773	0.491	ចែចង់
flirty	0.714	0.721	0.491	ចែចង់
float	0.688	0.394	0.344	អណ្តែត
floater	0.480	0.433	0.370	អណ្តែតទឹក។
flock	0.500	0.546	0.543	ហ្វូង
flog	0.408	0.520	0.382	ផ្លុំ
flood	0.208	0.778	0.608	ទឹកជំនន់
floor	0.430	0.230	0.250	ជាន់
flooring	0.562	0.235	0.346	កម្រាលឥដ្ឋ
floozy	0.410	0.477	0.430	ល្ងីល្ងើ
flop	0.081	0.642	0.196	flop
floppy	0.549	0.300	0.333	ថាសទន់
flora	0.833	0.324	0.567	រុក្ខជាតិ
floral	0.833	0.235	0.264	ផ្កា
florist	0.771	0.410	0.388	អ្នកលក់ផ្កា
floss	0.500	0.280	0.278	រោមចៀម
flotation	0.510	0.353	0.333	ការហោះហើរ
flounder	0.711	0.333	0.345	flounder
flour	0.530	0.235	0.239	ម្សៅ
flourish	0.939	0.573	0.601	មានការ​រីក​ចំរើន
flow	0.696	0.316	0.464	លំហូរ
flower	0.802	0.189	0.254	ផ្កា
flowering	0.906	0.627	0.500	ការចេញផ្កា
flowers	0.875	0.324	0.330	ផ្កា
flowery	0.792	0.332	0.446	ផ្កា
flows	0.571	0.480	0.434	ហូរ
flu	0.230	0.547	0.250	គ្រុនផ្តាសាយ
fluctuate	0.285	0.617	0.480	ប្រែប្រួល
fluctuating	0.292	0.591	0.395	ប្រែប្រួល
fluctuation	0.347	0.750	0.519	ភាពប្រែប្រួល
flue	0.354	0.688	0.451	ភ្លើង
fluency	0.776	0.504	0.718	ស្ទាត់ជំនាញ
fluent	0.760	0.500	0.614	ស្ទាត់
fluff	0.520	0.264	0.172	fluff
fluffy	0.781	0.431	0.356	fluffy
fluid	0.673	0.407	0.589	សារធាតុរាវ
fluidity	0.729	0.510	0.576	ភាពរលោង
fluke	0.446	0.450	0.432	ជំងឺគ្រុនផ្តាសាយ
flunk	0.104	0.548	0.170	flunk
flunky	0.205	0.452	0.216	flunky
fluorescence	0.667	0.490	0.500	fluorescence
fluorescent	0.602	0.595	0.500	fluorescent
flurries	0.422	0.760	0.517	ចលាចល។
flurry	0.302	0.760	0.559	ចលាចល។
flush	0.408	0.755	0.589	ហូរ
flustered	0.316	0.903	0.283	ច្របូកច្របល់
flute	0.635	0.330	0.363	ខ្លុយ
fluted	0.438	0.438	0.389	ផ្លុំ
flutter	0.479	0.548	0.330	ផ្លុំ
fluvial	0.571	0.363	0.588	fluvial
flux	0.473	0.472	0.451	លំហូរ
fly	0.760	0.775	0.676	ហោះហើរ
flyboy	0.541	0.647	0.573	flyboy
flyer	0.480	0.300	0.362	ខិត្តប័ណ្ណ
flying	0.877	0.606	0.696	ការហោះហើរ
flywheel	0.667	0.480	0.442	flywheel
foal	0.542	0.578	0.482	foal
foam	0.698	0.230	0.204	ពពុះ
foaming	0.643	0.240	0.198	ពពុះ
foamy	0.663	0.306	0.291	ពពុះ
fob	0.327	0.402	0.396	fob
focal	0.367	0.365	0.482	ប្រសព្វ
focus	0.690	0.382	0.648	ការផ្តោតអារម្មណ៍
