English Word	Valence	Arousal	Dominance	Gujarati Word
caveman	0.235	0.644	0.482	ગુફામાં રહેનાર
cavern	0.323	0.360	0.365	ગુફા
cavernous	0.354	0.548	0.462	કેવર્નસ
caviar	0.906	0.394	0.481	કેવિઅર
caving	0.378	0.491	0.551	ગુફા
cavity	0.466	0.385	0.379	પોલાણ
cayenne	0.615	0.306	0.355	લાલ મરચું
cease	0.388	0.250	0.420	બંધ
ceasefire	0.542	0.594	0.567	યુદ્ધવિરામ
ceaseless	0.378	0.704	0.658	અવિરત
cedar	0.560	0.267	0.577	દેવદાર
cede	0.275	0.327	0.402	સોંપવું
ceiling	0.520	0.224	0.366	છત
celebrant	0.865	0.656	0.643	ઉજવણી કરનાર
celebrate	0.917	0.857	0.859	ઉજવણી
celebrated	0.875	0.690	0.763	ઉજવવામાં આવે છે
celebrating	0.927	0.860	0.773	ઉજવણી
celebration	0.939	0.824	0.880	ઉજવણી
celebrations	0.958	0.794	0.714	ઉજવણી
celebratory	0.857	0.653	0.845	ઉજવણી
celebrity	0.760	0.619	0.855	સેલિબ્રિટી
celery	0.396	0.147	0.223	સેલરી
celestial	0.817	0.360	0.731	આકાશી
celibacy	0.302	0.276	0.509	બ્રહ્મચર્ય
celibate	0.419	0.387	0.391	બ્રહ્મચારી
cell	0.541	0.375	0.465	કોષ
cellar	0.510	0.277	0.406	ભોંયરું
cellblock	0.186	0.570	0.500	સેલ બ્લોક
cellist	0.667	0.500	0.486	સેલિસ્ટ
cellmate	0.167	0.684	0.349	સેલમેટ
cello	0.635	0.324	0.528	સેલો
cellophane	0.648	0.282	0.289	સેલોફેન
cellular	0.643	0.398	0.517	સેલ્યુલર
cellulite	0.200	0.384	0.256	સેલ્યુલાઇટ
celluloid	0.469	0.440	0.425	સેલ્યુલોઇડ
cement	0.544	0.265	0.527	સિમેન્ટ
cemented	0.429	0.382	0.537	સિમેન્ટ
cemetery	0.051	0.630	0.417	કબ્રસ્તાન
censor	0.344	0.276	0.538	સેન્સર
censorship	0.219	0.698	0.421	સેન્સરશિપ
censure	0.219	0.653	0.417	નિંદા
census	0.449	0.289	0.553	વસ્તી ગણતરી
cent	0.439	0.367	0.402	ટકા
centenary	0.604	0.440	0.642	શતાબ્દી
centennial	0.583	0.394	0.700	શતાબ્દી
center	0.643	0.231	0.431	કેન્દ્ર
centerfold	0.571	0.407	0.485	કેન્દ્ર ગણો
centerpiece	0.594	0.208	0.520	કેન્દ્રસ્થાને
centimeter	0.427	0.280	0.380	સેન્ટીમીટર
centipede	0.296	0.399	0.361	શતાબ્દી
central	0.640	0.356	0.621	કેન્દ્રીય
centrality	0.571	0.312	0.709	કેન્દ્રિયતા
centralization	0.521	0.440	0.702	કેન્દ્રીકરણ
centralize	0.684	0.427	0.802	કેન્દ્રીયકરણ
centrally	0.729	0.280	0.700	કેન્દ્રિય રીતે
centrifugal	0.306	0.651	0.480	કેન્દ્રત્યાગી
centrifuge	0.495	0.622	0.527	સેન્ટ્રીફ્યુજ
centurion	0.590	0.447	0.696	સેન્ચ્યુરીયન
century	0.407	0.347	0.735	સદી
ceramic	0.521	0.255	0.371	સિરામિક
ceramics	0.573	0.250	0.373	સિરામિક્સ
cereal	0.612	0.206	0.316	અનાજ
cereals	0.719	0.224	0.311	અનાજ
cerebral	0.408	0.509	0.627	મગજ
ceremonial	0.771	0.540	0.691	ઔપચારિક
ceremony	0.760	0.559	0.761	સમારંભ
certain	0.760	0.358	0.673	ચોક્કસ
certainty	0.781	0.400	0.769	નિશ્ચિતતા
certifiable	0.714	0.427	0.662	પ્રમાણિત
certificate	0.786	0.377	0.746	પ્રમાણપત્ર
certified	0.781	0.422	0.806	પ્રમાણિત
certify	0.866	0.400	0.746	પ્રમાણિત કરો
cervical	0.375	0.413	0.445	સર્વાઇકલ
cervix	0.429	0.360	0.340	સર્વિક્સ
cess	0.427	0.375	0.406	ઉપકર
cessation	0.414	0.385	0.358	સમાપ્તિ
cesspool	0.167	0.460	0.409	સેસપૂલ
cha cha	0.714	0.546	0.324	ચા ચા
chaff	0.333	0.327	0.188	ભુસ
chafing	0.430	0.415	0.368	ચાફિંગ
chagrin	0.104	0.704	0.472	ચીડ
chagrined	0.112	0.745	0.361	દુઃખી
chai	0.500	0.375	0.363	ચા
chain	0.378	0.500	0.547	સાંકળ
chainsaw	0.367	0.804	0.636	ચેઇનસો
chair	0.562	0.082	0.276	ખુરશી
chairman	0.656	0.567	0.933	અધ્યક્ષ
chairperson	0.730	0.657	0.966	અધ્યક્ષ
chairwoman	0.719	0.664	0.953	અધ્યક્ષ
chaise	0.406	0.349	0.327	પીછો
chalet	0.653	0.349	0.278	રસ્તાની મુતરડી
chalice	0.633	0.286	0.529	ચાસ
chalk	0.385	0.185	0.121	ચાક
challenge	0.469	0.922	0.713	પડકાર
challenger	0.417	0.755	0.652	ચેલેન્જર
chamber	0.583	0.373	0.455	ચેમ્બર
chambermaid	0.594	0.375	0.336	ચેમ્બરમેઇડ
chambers	0.542	0.442	0.388	ચેમ્બર
chameleon	0.490	0.580	0.345	કાચંડો
champ	0.854	0.754	0.896	ચેમ્પ
champagne	0.760	0.600	0.454	શેમ્પેઈન
champion	0.890	0.880	0.945	ચેમ્પિયન
championship	0.833	0.800	0.880	ચેમ્પિયનશિપ
chance	0.833	0.551	0.525	તક
chancellor	0.646	0.500	0.887	ચાન્સેલર
chandelier	0.615	0.542	0.366	ઝુમ્મર
chandler	0.510	0.452	0.454	ચાંડલર
change	0.625	0.575	0.606	ફેરફાર
changeable	0.490	0.480	0.528	પરિવર્તનશીલ
changed	0.594	0.375	0.491	બદલાયેલ
changer	0.583	0.519	0.567	ચેન્જર
changing	0.571	0.569	0.461	બદલાતી
channel	0.490	0.287	0.405	ચેનલ
chant	0.771	0.698	0.650	જપ
chaos	0.016	0.923	0.373	અરાજકતા
chaotic	0.115	0.847	0.442	અસ્તવ્યસ્ત
chap	0.550	0.410	0.345	માણસ
chapel	0.573	0.240	0.440	ચેપલ
chaperon	0.500	0.520	0.404	ચેપરન
chaplain	0.582	0.370	0.577	ધર્મગુરુ
chapman	0.562	0.529	0.465	ચેપમેન
chaps	0.350	0.462	0.350	ચૅપ્સ
chapter	0.580	0.308	0.461	પ્રકરણ
char	0.554	0.361	0.404	ચાર
character	0.667	0.373	0.686	પાત્ર
characteristic	0.583	0.328	0.538	લાક્ષણિકતા
characterize	0.729	0.471	0.735	લાક્ષણિકતા
charade	0.458	0.550	0.346	ધૂન
charcoal	0.302	0.186	0.342	ચારકોલ
chardonnay	0.677	0.567	0.492	chardonnay
charge	0.510	0.633	0.785	ચાર્જ
chargeable	0.551	0.550	0.453	ચાર્જપાત્ર
charger	0.531	0.418	0.545	ચાર્જર
chariot	0.684	0.550	0.491	રથ
charisma	0.938	0.591	0.759	કરિશ્મા
charismatic	0.938	0.684	0.849	પ્રભાવશાળી
charitable	0.865	0.380	0.593	સખાવતી
charity	0.920	0.284	0.551	ધર્માદા
charlatan	0.200	0.640	0.352	ચાર્લેટન
charm	0.833	0.363	0.649	વશીકરણ
charmed	0.938	0.570	0.769	મોહક
charmer	0.882	0.683	0.782	મોહક
charming	0.917	0.660	0.764	મોહક
charred	0.208	0.676	0.373	સળગી ગયેલું
chart	0.469	0.317	0.330	ચાર્ટ
charter	0.677	0.382	0.518	ચાર્ટર
chartered	0.569	0.460	0.490	ચાર્ટર્ડ
chase	0.396	0.878	0.623	પીછો
chased	0.188	0.830	0.287	પીછો કર્યો
chaser	0.375	0.830	0.645	પીછો કરનાર
chasm	0.265	0.579	0.500	બખોલ
chassis	0.406	0.342	0.444	ચેસિસ
chaste	0.408	0.248	0.453	પવિત્ર
chastened	0.156	0.580	0.345	શિક્ષા કરી
chastisement	0.156	0.852	0.462	શિક્ષા
chastity	0.469	0.392	0.509	પવિત્રતા
chat	0.729	0.400	0.346	ચેટ
chateau	0.615	0.464	0.702	chateau
chatter	0.560	0.450	0.347	બકબક
chatterbox	0.459	0.548	0.482	ચેટરબોક્સ
chattering	0.460	0.663	0.304	બકબક
chatty	0.594	0.548	0.345	ચેટી
chauffeur	0.500	0.353	0.471	વાહનચાલક
chauvinist	0.310	0.539	0.527	અંધકારવાદી
cheap	0.612	0.471	0.272	સસ્તુ
cheapened	0.471	0.611	0.282	સસ્તું
cheapskate	0.148	0.482	0.327	સસ્તી સ્કેટ
cheat	0.125	0.776	0.400	ઠગ
cheater	0.104	0.920	0.333	છેતરનાર
check	0.523	0.552	0.602	તપાસો
checkbook	0.552	0.284	0.364	ચેકબુક
checker	0.330	0.417	0.553	તપાસનાર
checkered	0.459	0.316	0.336	ચેકર્ડ
checkers	0.676	0.451	0.437	ચેકર્સ
checklist	0.561	0.521	0.552	ચેકલિસ્ટ
checkmate	0.667	0.708	0.750	ચેકમેટ
checkout	0.597	0.510	0.670	ચેકઆઉટ
checkpoint	0.571	0.323	0.812	ચેકપોઇન્ટ
checkup	0.500	0.435	0.491	ચકાસણી
cheek	0.670	0.314	0.421	ગાલ
cheeks	0.708	0.324	0.282	ગાલ
cheeky	0.434	0.679	0.410	માથાભારે
cheep	0.367	0.380	0.373	ચીપ
cheer	0.938	0.784	0.845	ઉત્સાહ
cheered	0.875	0.648	0.790	ઉત્સાહિત
cheerful	0.990	0.720	0.696	ખુશખુશાલ
cheerfulness	0.969	0.802	0.675	પ્રફુલ્લતા
cheering	0.815	0.824	0.642	ઉત્સાહ
cheerleader	0.923	0.746	0.657	ચીયરલીડર
cheerleading	0.698	0.769	0.404	ચીયરલીડિંગ
cheerless	0.204	0.373	0.167	ખુશખુશાલ
cheers	0.948	0.770	0.702	ચીયર્સ
cheery	0.949	0.657	0.486	ખુશખુશાલ
cheese	0.740	0.280	0.281	ચીઝ
cheeseburger	0.802	0.529	0.336	ચીઝબર્ગર
cheesecake	0.860	0.276	0.238	ચીઝકેક
cheesy	0.470	0.471	0.179	ચીઝી
cheetah	0.469	0.770	0.667	ચિત્તા
chef	0.854	0.411	0.570	રસોઈયો
chemical	0.337	0.560	0.508	રાસાયણિક
chemise	0.530	0.275	0.364	રસાયણ
chemist	0.408	0.575	0.610	રસાયણશાસ્ત્રી
chemistry	0.625	0.520	0.694	રસાયણશાસ્ત્ર
chemo	0.214	0.686	0.444	કીમો
chemotherapy	0.163	0.689	0.517	કીમોથેરાપી
cheque	0.698	0.529	0.660	તપાસો
cherish	0.896	0.491	0.652	વળગવું
cherishing	0.836	0.380	0.625	વહાલ
cherry	0.688	0.186	0.250	ચેરી
cherub	0.663	0.340	0.455	કરૂબ
chess	0.656	0.363	0.518	ચેસ
chest	0.520	0.429	0.481	છાતી
chestnut	0.714	0.210	0.294	ચેસ્ટનટ
chevron	0.469	0.469	0.598	શેવરોન
chew	0.520	0.490	0.404	ચાવવું
chewy	0.625	0.418	0.390	ચાવેલું
chic	0.870	0.624	0.380	છટાદાર
chicane	0.357	0.460	0.481	ચિકેન
chick	0.771	0.602	0.387	બચ્ચું
chicken	0.594	0.306	0.394	ચિકન
chicken pox	0.194	0.510	0.415	અછબડા
chickenpox	0.173	0.562	0.357	ચિકનપોક્સ
chief	0.520	0.544	0.869	મુખ્ય
chiefly	0.600	0.587	0.764	મુખ્યત્વે
chieftain	0.343	0.529	0.860	સરદાર
chiffon	0.406	0.230	0.250	શિફૉન
child	0.912	0.460	0.413	બાળક
childbirth	0.604	0.861	0.673	બાળજન્મ
childhood	0.865	0.413	0.307	બાળપણ
childish	0.573	0.442	0.230	બાલિશ
childless	0.310	0.400	0.396	નિઃસંતાન
childlike	0.656	0.372	0.293	બાળક જેવું
childloss	0.240	0.571	0.421	બાળપણ
children	0.857	0.538	0.435	બાળકો
chili	0.592	0.566	0.433	મરચું
chill	0.837	0.206	0.482	ઠંડી
chilled	0.521	0.340	0.482	ઠંડુ
chilling	0.208	0.850	0.358	ઠંડક
chilly	0.329	0.459	0.408	ઠંડી
chime	0.573	0.541	0.464	ઘંટડી
chimera	0.292	0.582	0.372	કિમેરા
chimes	0.625	0.490	0.402	ઘંટડી
chimney	0.583	0.286	0.225	ચીમની
chimp	0.394	0.588	0.345	ચિમ્પ
chimpanzee	0.500	0.633	0.387	ચિમ્પાન્ઝી
chin	0.571	0.310	0.269	રામરામ
china	0.561	0.443	0.556	ચીન
chinchilla	0.480	0.450	0.286	ચિનચીલા
chine	0.561	0.360	0.352	ચીન
chinook	0.408	0.497	0.491	ચિનૂક
chip	0.479	0.382	0.452	ચિપ
chipmunk	0.573	0.562	0.409	ચિપમંક
chipper	0.418	0.588	0.500	ચીપર
chipping	0.354	0.452	0.353	ચીપીંગ
chiropractor	0.420	0.549	0.651	શિરોપ્રેક્ટર
chirp	0.469	0.602	0.365	કલરવ
chirping	0.500	0.463	0.360	કિલકિલાટ
chisel	0.469	0.404	0.452	છીણી
chiseler	0.429	0.606	0.464	છીણી
chit	0.490	0.352	0.321	ચિટ
chitchat	0.673	0.455	0.403	ચિટચેટ
chivalry	0.857	0.380	0.848	શૌર્ય
chloride	0.265	0.387	0.474	ક્લોરાઇડ
chlorine	0.306	0.327	0.332	ક્લોરિન
chloroform	0.281	0.370	0.393	ક્લોરોફોર્મ
chocolate	0.885	0.480	0.418	ચોકલેટ
choice	0.745	0.520	0.664	પસંદગી
choir	0.704	0.298	0.473	ગાયકવૃંદ
choke	0.167	0.788	0.676	ગૂંગળામણ
cholera	0.020	0.867	0.507	કોલેરા
cholesterol	0.198	0.583	0.398	કોલેસ્ટ્રોલ
choose	0.615	0.542	0.648	પસંદ કરો
choosing	0.719	0.529	0.689	પસંદ કરી રહ્યા છીએ
choosy	0.280	0.760	0.712	પસંદગીયુક્ત
chop	0.250	0.655	0.467	વિનિમય કરવો
chopper	0.594	0.560	0.509	હેલિકોપ્ટર
choppers	0.469	0.745	0.691	હેલિકોપ્ટર
chopping	0.560	0.625	0.362	કાપવું
chops	0.612	0.420	0.269	ચોપ્સ
choral	0.852	0.290	0.421	કોરલ
chord	0.729	0.394	0.539	તાર
chords	0.639	0.406	0.388	તાર
chore	0.406	0.462	0.500	કામકાજ
choreographer	0.646	0.639	0.625	કોરિયોગ્રાફર
choreography	0.812	0.750	0.547	કોરિયોગ્રાફી
chorus	0.620	0.417	0.500	સમૂહગીત
chosen	0.865	0.449	0.833	પસંદ
chow	0.573	0.490	0.390	ચાઉ
chowder	0.510	0.324	0.241	ચાવડર
christ	0.781	0.510	0.750	ખ્રિસ્ત
christen	0.673	0.356	0.588	નામકરણ
christening	0.725	0.382	0.650	નામકરણ
christmas	0.959	0.520	0.741	નાતાલ
christmasbreak	0.842	0.640	0.548	ક્રિસમસબ્રેક
christmaseve	0.812	0.491	0.463	નાતાલ
christmasspirit	0.867	0.602	0.575	નાતાલની ભાવના
christmassy	0.875	0.698	0.602	નાતાલ
christmastime	0.837	0.588	0.515	નાતાલ નો સમય
chromatic	0.407	0.413	0.435	રંગીન
chromatography	0.480	0.537	0.535	ક્રોમેટોગ્રાફી
chrome	0.582	0.373	0.421	ક્રોમ
chromium	0.458	0.404	0.447	ક્રોમિયમ
chromosome	0.500	0.296	0.548	રંગસૂત્ર
chronic	0.255	0.615	0.464	ક્રોનિક
chronicle	0.427	0.571	0.586	ક્રોનિકલ
chronograph	0.500	0.392	0.529	કાલઆલેખક
chronological	0.594	0.445	0.600	કાલક્રમિક
chubby	0.531	0.427	0.304	ગોળમટોળ ચહેરાવાળું
chuck	0.542	0.509	0.413	ચક
chuckle	0.844	0.736	0.481	હસવું
chug	0.401	0.413	0.358	ચુગ
chum	0.911	0.347	0.518	ચમ
chummy	0.760	0.420	0.610	ચીકણું
chump	0.375	0.451	0.304	ચંપ
chunk	0.365	0.287	0.214	ભાગ
chunky	0.520	0.517	0.509	ઠીંગણું
church	0.708	0.198	0.610	ચર્ચ
churchyard	0.296	0.444	0.347	ચર્ચયાર્ડ
churn	0.316	0.491	0.407	મંથન
chute	0.580	0.745	0.455	ચુટ
chutney	0.459	0.370	0.400	ચટણી
ciao	0.542	0.426	0.409	ciao
cider	0.530	0.346	0.398	સાઇડર
cigar	0.306	0.463	0.346	સિગાર
cigarette	0.219	0.528	0.304	સિગારેટ
cilantro	0.469	0.260	0.208	કોથમીર
cinch	0.450	0.490	0.387	ચિંચ
cinder	0.350	0.260	0.157	સિન્ડર
cinema	0.698	0.538	0.500	સિનેમા
cinematic	0.663	0.490	0.600	સિનેમેટિક
cinematographer	0.792	0.455	0.711	સિનેમેટોગ્રાફર
cinematography	0.781	0.571	0.625	સિનેમેટોગ્રાફી
cinnamon	0.600	0.250	0.292	તજ
cipher	0.490	0.414	0.500	સાઇફર
circle	0.480	0.290	0.343	વર્તુળ
circling	0.510	0.654	0.336	ચક્કર
circuit	0.586	0.461	0.707	સર્કિટ
circuitry	0.596	0.615	0.536	સર્કિટરી
circular	0.562	0.342	0.417	પરિપત્ર
circulate	0.612	0.388	0.320	પરિભ્રમણ
circulation	0.735	0.520	0.657	પરિભ્રમણ
circulatory	0.592	0.575	0.545	રુધિરાભિસરણ
circumcision	0.327	0.657	0.528	સુન્નત
circumference	0.458	0.255	0.488	પરિઘ
circumferential	0.551	0.422	0.509	પરિઘ
circumscribed	0.365	0.539	0.569	ઘેરાયેલું
circumstance	0.520	0.565	0.596	સંજોગો
circumstances	0.562	0.527	0.464	સંજોગો
circumstantial	0.500	0.538	0.519	પરિસ્થિતિગત
circumvent	0.316	0.642	0.383	અવગણવું
circumvention	0.531	0.571	0.473	અવરોધ
circus	0.724	0.637	0.432	સર્કસ
cirque	0.604	0.647	0.467	વર્તુળ
cirrhosis	0.079	0.602	0.370	સિરોસિસ
cirrus	0.470	0.451	0.348	સિરસ
cistern	0.541	0.413	0.432	કુંડ
citadel	0.585	0.464	0.602	રાજગઢ
citation	0.570	0.549	0.508	અવતરણ
cite	0.625	0.454	0.532	ટાંકવું
citizen	0.631	0.250	0.586	નાગરિક
citizenship	0.786	0.404	0.723	નાગરિકત્વ
citrine	0.375	0.400	0.420	સાઇટ્રિન
citrus	0.469	0.368	0.375	સાઇટ્રસ
city	0.847	0.531	0.508	શહેર
citywide	0.592	0.509	0.707	શહેરભરમાં
civic	0.653	0.240	0.573	નાગરિક
civics	0.700	0.279	0.720	નાગરિકશાસ્ત્ર
civil	0.521	0.281	0.517	સિવિલ
civilian	0.700	0.229	0.598	નાગરિક
civilians	0.490	0.448	0.525	નાગરિકો
civility	0.760	0.306	0.679	સભ્યતા
civilization	0.823	0.452	0.839	સભ્યતા
civilized	0.792	0.231	0.796	સંસ્કારી
clad	0.583	0.373	0.481	ઢંકાયેલું
claim	0.255	0.760	0.473	દાવો
claimant	0.271	0.690	0.779	દાવેદાર
clairvoyant	0.765	0.531	0.897	દાવેદાર
clam	0.442	0.302	0.272	ક્લેમ
clambake	0.542	0.540	0.429	ક્લેમ્બેક
clammy	0.354	0.440	0.236	ચીકણું
clamor	0.438	0.643	0.360	કોલાહલ
clamp	0.541	0.388	0.454	ક્લેમ્બ
clan	0.562	0.491	0.686	કુળ
clandestine	0.425	0.677	0.469	ગુપ્ત
clang	0.459	0.520	0.510	રણકાર
clap	0.779	0.731	0.529	તાલી
clapper	0.500	0.229	0.420	તાળી પાડનાર
clapping	0.823	0.894	0.686	તાળીઓ પાડવી
clarification	0.802	0.461	0.613	સ્પષ્ટતા
clarify	0.652	0.535	0.625	સ્પષ્ટતા
clarinet	0.592	0.453	0.411	ક્લેરનેટ
clarion	0.500	0.443	0.422	ક્લેરિયન
clarity	0.796	0.310	0.631	સ્પષ્ટતા
clash	0.293	0.918	0.453	અથડામણ
clashing	0.177	0.764	0.575	અથડામણ
