English Word	Valence	Arousal	Dominance	Sinhala Word
crowd	0.350	0.827	0.731	සෙනඟ
crowded	0.694	0.286	0.585	ජනාකීර්ණ
crowds	0.469	0.723	0.806	සමූහයෝ
crown	0.708	0.572	0.737	ඔටුන්න
crowning	0.773	0.594	0.831	ඔටුන්න හිමි
crucial	0.541	0.657	0.777	තීරණාත්මක
cruciate	0.429	0.435	0.585	කුරුසය
crucifix	0.469	0.480	0.510	කුරුසය
crucifixion	0.135	0.857	0.541	කුරුසියේ ඇණ ගැසීම
crucify	0.146	0.878	0.573	කුරුසියේ ඇණ ගසන්න
crud	0.312	0.330	0.444	අමු
crude	0.198	0.402	0.357	අමු
cruel	0.122	0.866	0.391	කුරිරු ය
cruelly	0.146	0.790	0.471	කුරිරු ලෙස
cruelty	0.092	0.836	0.536	කෲරත්වය
cruise	0.740	0.442	0.683	කෲස්
cruise ship	0.878	0.650	0.500	කෲස් නැව
cruiser	0.737	0.490	0.608	කෲසර්
cruising	0.886	0.580	0.560	යාත්රා කිරීම
crumb	0.417	0.255	0.216	crumb
crumble	0.333	0.480	0.423	කඩා වැටෙනවා
crumbling	0.167	0.696	0.308	ගරා වැටෙනවා
crummy	0.125	0.531	0.224	කැතයි
crunch	0.292	0.630	0.406	crunch
crunchy	0.625	0.560	0.539	හැපෙනසුළුයි
crusade	0.592	0.720	0.709	කුරුස යුද්ධය
crusader	0.439	0.588	0.548	කුරුස යුද්ධය
crush	0.271	0.676	0.582	පොඩි කරනවා
crushed	0.167	0.647	0.300	තලා
crusher	0.271	0.709	0.598	තලන යන්ත්රය
crushing	0.219	0.755	0.411	පොඩි කරනවා
crust	0.542	0.337	0.456	කබොල
crusty	0.625	0.531	0.473	කබොල සහිත
crutch	0.302	0.294	0.302	කිහිලිකරු
crux	0.469	0.558	0.519	crux
cry	0.133	0.627	0.255	අඬනවා
crybaby	0.375	0.702	0.311	අඬන දරුවා
crying	0.153	0.704	0.208	අඬනවා
crypt	0.156	0.431	0.386	ගුප්ත
cryptic	0.296	0.516	0.474	ගුප්ත
cryptography	0.490	0.415	0.650	ගුප්ත විද්‍යාව
crystal	0.618	0.270	0.508	ස්ඵටික
crystalline	0.765	0.235	0.534	ස්ඵටිකරූපී
crystallization	0.600	0.449	0.565	ස්ඵටිකීකරණය
cub	0.646	0.382	0.284	පැටියා
cubby	0.354	0.385	0.360	පැටියා
cube	0.469	0.226	0.274	ඝනකයක්
cubic	0.458	0.306	0.407	ඝනක
cubicle	0.479	0.343	0.417	කුටියක්
cuckold	0.210	0.573	0.230	කුකුළා
cuckoo	0.420	0.459	0.284	කුකුළා
cucumber	0.490	0.235	0.237	පිපිඤ්ඤා
cuddle	0.885	0.559	0.475	හුරතල් වෙනවා
cuddled	0.906	0.547	0.567	හුරතල් කළා
cuddles	0.847	0.382	0.500	හුරතල් කරයි
cuddling	0.917	0.562	0.433	හුරතල් වෙනවා
cue	0.521	0.433	0.484	ඉඟිය
cuff	0.469	0.453	0.387	කෆ්
cuisine	0.714	0.365	0.390	ආහාර පිසීම
culinary	0.654	0.443	0.519	සූපශාස්ත්ර
cull	0.365	0.702	0.464	කපාගන්න
culminate	0.667	0.550	0.602	කූටප්රාප්තිය
culmination	0.656	0.586	0.695	කූටප්රාප්තිය
culpability	0.112	0.745	0.368	වරදකාරිත්වය
culpable	0.140	0.700	0.319	වැරදිකරු
culprit	0.062	0.676	0.333	වරදකරු
cult	0.448	0.535	0.648	ලබ්ධිය
cultivate	0.708	0.410	0.598	වගා කරනවා
cultivated	0.837	0.343	0.564	වගා කළා
cultivation	0.625	0.324	0.462	වගාව
cultural	0.802	0.390	0.623	සංස්කෘතික
culture	0.753	0.304	0.675	සංස්කෘතිය
cultured	0.635	0.429	0.625	සංස්කෘතික
culvert	0.337	0.324	0.343	බෝක්කුව
cumbersome	0.259	0.623	0.292	කරදරකාරී
cumulus	0.570	0.433	0.432	සමුච්චිත
cunning	0.604	0.685	0.683	කපටි
cunt	0.135	0.673	0.377	කන්ට්
cup	0.615	0.167	0.231	කුසලාන
cupboard	0.553	0.200	0.304	අල්මාරිය
cupcake	0.656	0.333	0.344	කප්කේක්
cupping	0.490	0.610	0.402	කෝප්ප දැමීම
cur	0.440	0.519	0.460	cur
curable	0.823	0.292	0.574	සුව කළ හැකි
curate	0.726	0.418	0.526	සුවපත් කරන්න
curative	0.667	0.318	0.613	රෝග නිවාරක
curator	0.688	0.389	0.688	භාරකරු
curb	0.472	0.371	0.402	සීමා කරන්න
curd	0.542	0.442	0.278	කිරි
cure	0.719	0.377	0.623	සුව කරයි
curfew	0.219	0.618	0.623	ඇඳිරි නීතිය
curiosity	0.750	0.755	0.463	කුතුහලය
curious	0.635	0.600	0.483	කුතුහලයෙන්
curl	0.385	0.452	0.351	curl
curling	0.583	0.592	0.400	curling
currency	0.583	0.418	0.592	මුදල්
current	0.625	0.312	0.612	වර්තමාන
curriculum	0.708	0.306	0.620	විෂය මාලාව
curry	0.633	0.345	0.302	ව්යංජන
curse	0.033	0.720	0.375	සාප කරනවා
cursed	0.083	0.783	0.393	ශාප කළා
cursing	0.112	0.860	0.446	සාප කරනවා
cursory	0.423	0.451	0.431	කර්සරය
curt	0.245	0.610	0.452	curt
curtail	0.306	0.439	0.497	කප්පාදුව
curtailment	0.230	0.578	0.431	කප්පාදු කිරීම
curtain	0.698	0.278	0.304	තිර රෙදි
curtains	0.615	0.123	0.342	තිර රෙදි
curtsy	0.635	0.412	0.598	curtsy
curvature	0.417	0.367	0.447	වක්රය
curve	0.480	0.375	0.307	වක්රය
curved	0.542	0.407	0.337	වක්ර
curvilinear	0.480	0.575	0.411	curvilinear
cushion	0.653	0.221	0.292	කුෂන්
cushy	0.823	0.283	0.395	කුෂ්ටි
cusp	0.667	0.710	0.700	cusp
cuss	0.354	0.538	0.443	කුස්
cussed	0.156	0.625	0.454	cussed
custard	0.618	0.260	0.293	කස්ටඩ්
custodial	0.418	0.462	0.718	භාරකාර
custodian	0.594	0.625	0.528	භාරකරු
custody	0.494	0.472	0.675	භාරකාරත්වය
custom	0.552	0.382	0.688	චාරිත්රය
customary	0.700	0.253	0.561	චාරිත්රානුකූල
customer	0.562	0.430	0.673	පාරිභෝගික
customized	0.625	0.504	0.590	අභිරුචිකරණය කර ඇත
cut	0.490	0.490	0.393	කපා
cutaneous	0.365	0.370	0.328	සමේ
cute	0.920	0.528	0.579	හුරුබුහුටි
cuticle	0.340	0.320	0.377	cuticle
cutie	0.638	0.528	0.464	හුරුබුහුටි
cutlass	0.173	0.648	0.528	කට්ලස්
cutlery	0.552	0.300	0.345	හැඳි ගෑරුප්පු
cutoff	0.432	0.510	0.518	විසන්ධි කරනවා
cutter	0.427	0.731	0.583	කපනය
cutters	0.197	0.653	0.491	කපනයන්
cutthroat	0.110	0.823	0.663	කට්ට්රෝට්
cutting	0.448	0.375	0.536	කැපීම
cutting board	0.337	0.540	0.342	කැපුම් පුවරුව
cuttings	0.479	0.392	0.433	දඩු කැබලි
cwt	0.500	0.410	0.384	cwt
cyanide	0.229	0.667	0.545	සයනයිඩ්
cyberspace	0.677	0.594	0.611	සයිබර් අවකාශය
cycle	0.635	0.400	0.533	චක්රය
cyclical	0.380	0.450	0.554	චක්රීය
cyclist	0.684	0.582	0.576	පාපැදිකරු
cyclone	0.416	0.796	0.673	සුළි කුණාටුව
cylinder	0.459	0.324	0.447	සිලින්ඩරය
cylindrical	0.458	0.294	0.414	සිලින්ඩරාකාර
cymbal	0.542	0.363	0.362	අත්තාල
cynic	0.135	0.632	0.473	නරුම
cynical	0.156	0.760	0.474	නරුම
cynicism	0.104	0.780	0.454	නරුමත්වය
cyst	0.173	0.578	0.312	cyst
cystic	0.314	0.481	0.400	සිස්ටික්
cytomegalovirus	0.186	0.657	0.443	cytomegalovirus
cytoplasm	0.378	0.442	0.474	සයිටොප්ලාස්මය
czar	0.480	0.348	0.643	සාර්
dab	0.510	0.337	0.340	dab
dabble	0.550	0.530	0.491	දඟලන්න
dabbling	0.562	0.726	0.676	දඟලනවා
dad	0.857	0.412	0.786	තාත්තා
daddy	0.795	0.400	0.736	තාත්තා
dado	0.510	0.240	0.364	dado
daemon	0.333	0.490	0.500	ඩීමන්
daft	0.255	0.436	0.157	daft
dagger	0.224	0.797	0.613	කිනිස්ස
daily	0.653	0.347	0.473	දිනපතා
dainty	0.604	0.284	0.424	ලස්සනයි
daiquiri	0.670	0.519	0.400	daiquiri
dairy	0.633	0.255	0.462	කිරි නිෂ්පාදන
daisy	0.562	0.367	0.333	ඩේසි
dak	0.510	0.417	0.424	dak
dale	0.622	0.270	0.365	ඩේල්
dam	0.250	0.553	0.394	වේල්ල
damage	0.059	0.726	0.403	හානි
damaged	0.104	0.635	0.182	හානි
damages	0.082	0.760	0.310	හානි
dame	0.694	0.480	0.500	ඩැම්
damn	0.073	0.784	0.431	අපොයි
damnation	0.135	0.750	0.416	සාපයක්
damned	0.100	0.760	0.465	අපරාදේ
damp	0.360	0.279	0.210	තෙත්
dampened	0.271	0.422	0.336	තෙත් කර ඇත
damper	0.459	0.378	0.473	damper
damsel	0.719	0.475	0.400	යුවතිය
dance	0.894	0.840	0.551	නටනවා
dancer	0.740	0.768	0.545	නර්තන ශිල්පියා
dancing	0.885	0.868	0.444	නටනවා
dandruff	0.398	0.298	0.293	හිසේ කැක්කුම
dandy	0.673	0.520	0.630	dandy
danger	0.115	0.923	0.673	අනතුර
dangerous	0.020	0.941	0.658	භයානකයි
dangerously	0.082	0.930	0.564	භයානක ලෙස
dangit	0.396	0.606	0.358	dangit
dangle	0.362	0.469	0.375	එල්ලෙනවා
dank	0.390	0.381	0.383	dank
dapper	0.770	0.560	0.698	dapper
dare	0.677	0.788	0.684	එඩිතරයි
daredevil	0.429	0.714	0.653	නිර්භීත
daresay	0.540	0.451	0.490	ධෛර්යය
daring	0.583	0.840	0.711	නිර්භීත
dark	0.198	0.398	0.426	අඳුරු
darken	0.250	0.471	0.382	අඳුරු කරන්න
darkened	0.135	0.440	0.452	අඳුරු විය
darkly	0.219	0.548	0.443	අඳුරු ලෙස
darkness	0.102	0.602	0.418	අඳුරු
darkroom	0.188	0.627	0.423	අඳුරු කාමරය
darkside	0.102	0.690	0.365	අදුරු පැත්ත
darling	0.885	0.370	0.608	සොඳුරිය
darn	0.115	0.765	0.418	darn
dart	0.417	0.608	0.500	ඩාර්ට්
dash	0.574	0.312	0.324	ඉරි
dashboard	0.510	0.371	0.595	උපකරණ පුවරුව
dashed	0.276	0.393	0.338	ඉරි තැලීය
dashing	0.612	0.627	0.799	දඩබ්බර
dastardly	0.208	0.688	0.270	භයානක ලෙස
data	0.500	0.250	0.426	දත්ත
database	0.604	0.286	0.644	දත්ත සමුදාය
date	0.604	0.231	0.400	දිනය
datenight	0.708	0.637	0.518	රෑ
daughter	0.908	0.415	0.455	දියණිය
dawdle	0.479	0.464	0.357	dawdle
dawn	0.827	0.235	0.519	අලුයම
dawned	0.694	0.471	0.473	උදාවිය
day	0.719	0.269	0.389	දින
daybreak	0.802	0.358	0.474	දිවා කාලය
daycare	0.776	0.481	0.360	දිවා සුරැකුම්
daydream	0.750	0.337	0.456	දවල් හීන
daydreaming	0.776	0.360	0.479	දවල් සිහින දකිනවා
daylight	0.865	0.420	0.545	දිවා ආලෝකය
daymade	0.646	0.450	0.417	දවල් හැදුවා
dayoff	0.760	0.368	0.377	නිවාඩු දිනය
daytime	0.750	0.324	0.454	දිවා කාලය
daze	0.245	0.735	0.329	අන්ධ වෙනවා
dazed	0.300	0.697	0.277	අන්ද මන්ද විය
dazzle	0.730	0.782	0.683	අන්දවන්න
dazzling	0.854	0.880	0.767	විස්මයජනකයි
deacon	0.531	0.430	0.736	උපස්ථායකයා
deactivate	0.235	0.447	0.392	අක්රිය කරන්න
dead	0.052	0.454	0.194	මිය ගියා
deadbeat	0.229	0.453	0.368	මැරෙන පහර
deadline	0.214	0.615	0.460	නියමිත කාලය
deadlines	0.406	0.769	0.411	නියමිත කාලසීමාවන්
deadlock	0.170	0.418	0.323	හිරවීම
deadly	0.143	0.849	0.554	මාරාන්තික
deafening	0.281	0.835	0.482	බිහිරි කරනවා
deafness	0.125	0.413	0.219	බිහිරි බව
deal	0.719	0.599	0.543	ගනුදෙනුව
dealer	0.799	0.615	0.683	වෙළෙන්දා
dealership	0.541	0.430	0.629	අලෙවි නියෝජිත
dealing	0.724	0.415	0.598	ගණුදෙනුකිරීම
dealings	0.600	0.491	0.480	ගනුදෙනු
dean	0.612	0.469	0.723	පීඨාධිපති
dear	0.880	0.434	0.629	හිතවත්
dearest	0.902	0.427	0.508	ආදරණීයම
dearth	0.156	0.539	0.255	හිඟය
death	0.031	0.720	0.472	මරණ
deathbed	0.051	0.652	0.311	මරණ මංචකය
deathly	0.073	0.771	0.682	මාරාන්තික
debacle	0.156	0.606	0.266	පරාජය
debased	0.219	0.529	0.170	පහත් කොට ඇත
debatable	0.181	0.610	0.474	විවාදාත්මක
debate	0.408	0.691	0.683	විවාදය
debauchery	0.354	0.901	0.500	දුෂ්චරිතය
debenture	0.417	0.500	0.466	ණයකරය
debilitating	0.125	0.490	0.308	දුර්වල කරන
debit	0.333	0.400	0.474	හර
debrief	0.247	0.343	0.549	විවාදය
debriefing	0.427	0.580	0.456	විස්තර කිරීම
debris	0.135	0.396	0.327	සුන්බුන්
debt	0.204	0.598	0.336	ණය
debtor	0.219	0.546	0.160	ණයගැතියා
debut	0.806	0.606	0.629	මංගල
debutante	0.771	0.627	0.454	ආරම්භකයා
decade	0.531	0.402	0.665	දශකය
decadence	0.237	0.455	0.291	පරිහානිය
decadent	0.290	0.559	0.324	පරිහානිය
decaf	0.480	0.324	0.353	decaf
decanter	0.438	0.567	0.510	decanter
decathlon	0.573	0.753	0.620	decathlon
decay	0.143	0.312	0.170	ක්ෂය වීම
decayed	0.017	0.375	0.169	දිරාපත් විය
decaying	0.073	0.510	0.214	දිරාපත් වෙමින් පවතී
deceased	0.021	0.538	0.188	මියගිය
decedent	0.423	0.481	0.415	decedent
deceit	0.020	0.696	0.343	වංචාව
deceitful	0.071	0.788	0.371	රැවටිලිකාර
deceive	0.094	0.775	0.414	රවටනවා
deceived	0.059	0.673	0.302	රැවටිලා
deceiving	0.099	0.636	0.426	රැවටීම
december	0.740	0.540	0.464	දෙසැම්බර්
decency	0.750	0.235	0.634	විනීත බව
decent	0.823	0.296	0.653	විනීත
deception	0.090	0.745	0.370	රැවටීම
deceptive	0.027	0.605	0.294	රැවටිලිකාර
decide	0.656	0.540	0.855	තීරණය කරන්න
decidedly	0.750	0.480	0.843	අධිෂ්ඨානශීලීව
deciduous	0.385	0.353	0.282	පතනශීලී
decimal	0.507	0.259	0.305	දශම
decimeter	0.520	0.292	0.377	දශම
decipher	0.417	0.630	0.652	විකේතනය කරන්න
decision	0.646	0.510	0.839	තීරණය
decisive	0.740	0.509	0.935	තීරණාත්මක
deck	0.420	0.333	0.394	තට්ටුව
declaration	0.551	0.590	0.714	ප්රකාශය
declaratory	0.635	0.582	0.673	ප්රකාශන
declare	0.677	0.623	0.668	ප්රකාශ කරති
declination	0.250	0.549	0.311	පහත වැටීම
decline	0.173	0.491	0.240	පහත වැටීම
declining	0.328	0.400	0.264	අඩුවෙමින් පවතී
deco	0.625	0.274	0.356	deco
decode	0.551	0.510	0.640	විකේතනය කරන්න
decoder	0.562	0.340	0.686	විකේතකය
decompose	0.194	0.596	0.241	දිරාපත් වේ
decomposed	0.073	0.442	0.231	දිරාපත් වී ඇත
decomposition	0.133	0.600	0.263	වියෝජනය
decompress	0.438	0.430	0.509	විසංයෝජනය
decompression	0.208	0.520	0.311	අවපීඩනය
decontamination	0.611	0.538	0.573	අපවිත්ර කිරීම
decor	0.734	0.311	0.573	අලංකරණය
decorate	0.954	0.370	0.404	සැරසීම
decorating	0.863	0.548	0.462	සැරසීම
decoration	0.878	0.553	0.526	සැරසිලි
decorative	0.908	0.460	0.381	සැරසිලි
decorator	0.840	0.471	0.455	සැරසිලි කරන්නා
decorum	0.802	0.327	0.462	සැරසිලි
decoy	0.149	0.460	0.330	රැවටීම
decrease	0.125	0.360	0.267	අඩු වීම
decreased	0.224	0.271	0.170	අඩු විය
decreasing	0.320	0.346	0.224	අඩු වෙනවා
decree	0.552	0.478	0.746	ආඥාව
decrement	0.255	0.427	0.373	අඩු කිරීම
decrepit	0.156	0.490	0.225	ජරාජීර්ණයි
decry	0.400	0.814	0.548	අඬනවා
decryption	0.459	0.445	0.600	විකේතනය
dedicate	0.823	0.431	0.588	කැප කරනවා
dedication	0.867	0.471	0.682	කැපවීම
deduce	0.490	0.510	0.466	නිගමනය කරනවා
deduct	0.355	0.330	0.412	අඩු කරන්න
deductible	0.375	0.286	0.455	අඩු කළ හැකි
deduction	0.438	0.462	0.527	අඩු කිරීම
